IdCFC;NúmeroSala;Capacidade
0000101319;1;30
0000251319;1;30
0000131333;1;30
0000401046;1;30
0000491046;1;30
0000071088;1;30
0001181088;1;30
0000011095;1;30
0000311109;1;30
0021461116;1;30
0000131123;1;30
0000041130;1;30
0000371004;1;30
0001481018;1;30
0005651018;1;30
0006011018;1;30
0000101865;1;30
0000131893;1;30
0000251893;1;30
0000371893;1;30
0000461893;1;30
0000101900;1;30
0000941907;1;30
0002981907;1;30
0000161697;1;30
0000191697;1;30
0000011704;1;30
0000221711;1;30
0000161718;1;30
0000521718;1;30
0000731718;1;30
0000911718;1;30
0001001718;1;30
0000071725;1;30
0000161732;1;30
0000071739;1;30
0000311739;1;30
0000011753;1;30
0001001753;1;30
0000521767;1;30
0000611767;1;30
0001031767;1;30
0001121767;1;30
0000101662;1;30
0000161662;1;30
0002231662;1;30
0002531662;1;30
0000551669;1;30
0000821669;1;30
0001031669;1;30
0001211669;1;30
0001811669;1;30
0000911676;1;30
0001001676;1;30
0000071683;1;30
0003491690;1;30
0012131690;1;30
0012221690;1;30
0012431690;1;30
0000101697;1;30
0032981515;1;30
0035981515;1;30
0038981515;1;30
0044981515;1;30
0050981515;1;30
0000041557;1;30
0000161571;1;30
0000191571;1;30
0000101585;1;30
0000221585;1;30
0000161599;1;30
0000431599;1;30
0000101613;1;30
0000191613;1;30
0000071634;1;30
0000011648;1;30
0000101655;1;30
0000821655;1;30
0001031655;1;30
0000041662;1;30
0000042215;1;30
0000042257;1;30
0000012271;1;30
0000102285;1;30
0000042292;1;30
0000882292;1;30
0001182292;1;30
0003402306;1;30
0000012348;1;30
0000042348;1;30
0001602033;1;30
0000162068;1;30
0000072075;1;30
0000102082;1;30
0000402082;1;30
0000612082;1;30
0000702082;1;30
0000072096;1;30
0000192096;1;30
0000132103;1;30
0000042131;1;30
0000342131;1;30
0000012145;1;30
0000072145;1;30
0000162145;1;30
0000012159;1;30
0000162159;1;30
0000492166;1;30
0000102180;1;30
0000341914;1;30
0000371914;1;30
0000161921;1;30
0000221921;1;30
0000161928;1;30
0000041942;1;30
0000071942;1;30
0000161956;1;30
0000011963;1;30
0000101963;1;30
0000011970;1;30
0000281970;1;30
0000101977;1;30
0000131977;1;30
0000191977;1;30
0000071984;1;30
0000101984;1;30
0000041998;1;30
0000101998;1;30
0000102005;1;30
0000042019;1;30
0000282019;1;30
0000342019;1;30
0000402019;1;30
0000102033;1;30
0001512033;1;30
0001572033;1;30
0000371795;1;30
0003101795;1;30
0003161795;1;30
0000131802;1;30
0000281802;1;30
0000311844;1;30
0000341851;1;30
0000461851;1;30
0010632138;1;31
0000042173;1;31
0000162173;1;31
0001391753;1;31
0000341564;1;31
0000161655;1;31
0001151088;1;31
0000070717;1;31
0000580577;1;31
0000310647;1;31
0003220535;1;31
0000040451;1;31
0000130325;1;31
0004420241;1;31
0000070206;1;31
0000850213;1;31
0000700150;1;31
0041590122;1;31
0001960129;1;31
0037930122;1;31
0037630122;1;31
0031390122;1;31
0003970122;1;31
0010600122;1;31
0004270045;1;31
0000042264;1;32
0000222103;1;32
0000191914;1;32
0000401991;1;32
0000311711;1;32
0000131746;1;32
0000281648;1;32
0000971655;1;32
0000131053;1;32
0006731018;1;32
0006941018;1;32
0000460850;1;32
0001390661;1;32
0000580549;1;32
0000040514;1;32
0000520234;1;32
0000400213;1;32
0000160220;1;32
0000610150;1;32
0042160122;1;32
0000490136;1;32
0001780136;1;32
0039580122;1;32
0027310122;1;32
0027700122;1;32
0019360122;1;32
0024040122;1;32
0000280031;1;32
0000042061;1;33
0000192117;1;33
0000311921;1;33
0000071480;1;33
0001121151;1;33
0000221235;1;33
0002651081;1;33
0000281109;1;33
0002471018;1;33
0006671018;1;33
0000820850;1;33
0000280801;1;33
0001450661;1;33
0000250675;1;33
0000370689;1;33
0000430542;1;33
0000730248;1;33
0002740143;1;33
0000040129;1;33
0001840129;1;33
0039220122;1;33
0039250122;1;33
0039400122;1;33
0037240122;1;33
0028330122;1;33
0028660122;1;33
0024490122;1;33
0011470122;1;33
0003400045;1;33
0002741081;1;34
0000011046;1;34
0001270864;1;34
0000820227;1;34
0003790157;1;34
0001360136;1;34
0038380122;1;34
0036100122;1;34
0000760108;1;34
0000072194;1;35
0000012229;1;35
0000102327;1;35
0000192047;1;35
0000252047;1;35
0000102075;1;35
0000642082;1;35
0032982096;1;35
0000042124;1;35
0000132159;1;35
0000252159;1;35
0000372166;1;35
0000012173;1;35
0000041914;1;35
0000161914;1;35
0000131921;1;35
0000221928;1;35
0000851774;1;35
0000881774;1;35
0001181774;1;35
0000101788;1;35
0000161802;1;35
0000011823;1;35
0000041872;1;35
0000071879;1;35
0000881907;1;35
0000041704;1;35
0000161725;1;35
0000251732;1;35
0000221746;1;35
0001061753;1;35
0000881767;1;35
0001001767;1;35
0001091767;1;35
0001181767;1;35
0000311774;1;35
0000491774;1;35
0000131662;1;35
0001481662;1;35
0002051662;1;35
0002201662;1;35
0001871669;1;35
0001991669;1;35
0000251690;1;35
0001481690;1;35
0003071690;1;35
0047981515;1;35
0051101515;1;35
0000461557;1;35
0000011578;1;35
0000011585;1;35
0000041585;1;35
0000401599;1;35
0000131641;1;35
0000311648;1;35
0001091655;1;35
0000071375;1;35
0000281438;1;35
0000101452;1;35
0000011508;1;35
0000851151;1;35
0000011179;1;35
0000011193;1;35
0000191319;1;35
0000011326;1;35
0000551046;1;35
0000371060;1;35
0000101074;1;35
0002171081;1;35
0000191088;1;35
0000161109;1;35
0000221109;1;35
0000251123;1;35
0000251130;1;35
0000311011;1;35
0000191018;1;35
0006221018;1;35
0006551018;1;35
0006611018;1;35
0006791018;1;35
0006821018;1;35
0009011018;1;35
0009221018;1;35
0009311018;1;35
0000730913;1;35
0000880913;1;35
0000940920;1;35
0000640927;1;35
0000010948;1;35
0000310983;1;35
0001120850;1;35
0000040857;1;35
0000400857;1;35
0000130864;1;35
0001960864;1;35
0000460899;1;35
0000130731;1;35
0000100759;1;35
0000220759;1;35
0001240766;1;35
0000100780;1;35
0000190801;1;35
0000460654;1;35
0000010675;1;35
0000250682;1;35
0000010703;1;35
0000160710;1;35
0000010717;1;35
0000400549;1;35
0000550549;1;35
0000010591;1;35
0000190633;1;35
0000220633;1;35
0000130640;1;35
0000790507;1;35
0003190535;1;35
0003310535;1;35
0003700535;1;35
0000820395;1;35
0000160430;1;35
0000130444;1;35
0000160451;1;35
0000190458;1;35
0000460486;1;35
0000190311;1;35
0000010339;1;35
0000160353;1;35
0000490353;1;35
0000430374;1;35
0000190395;1;35
0000730234;1;35
0000760234;1;35
0000790234;1;35
0004360241;1;35
0000910248;1;35
0000190276;1;35
0000160290;1;35
0000220297;1;35
0001120178;1;35
0001330178;1;35
0001690178;1;35
0000190192;1;35
0000250192;1;35
0000010199;1;35
0001270206;1;35
0001750206;1;35
0000370220;1;35
0000250234;1;35
0003040143;1;35
0003100143;1;35
0003010157;1;35
0003850157;1;35
0000970164;1;35
0041410122;1;35
0041500122;1;35
0042040122;1;35
0042100122;1;35
0037780122;1;35
0037960122;1;35
0038200122;1;35
0039490122;1;35
0032950122;1;35
0002200115;1;35
0006820122;1;35
0010630122;1;35
0014470122;1;35
0024070122;1;35
0000670080;1;35
0000760080;1;35
0001240087;1;35
0002980087;1;35
0003280087;1;35
0003310087;1;35
0002830101;1;35
0004510101;1;35
0000760045;1;35
0001720045;1;35
0003280045;1;35
0003430045;1;35
0004360045;1;35
0000820059;1;35
0000880059;1;35
0000700010;1;35
0001090010;1;35
0000880024;1;35
0000310031;1;35
0000370031;1;35
0000760031;1;35
0000281886;1;36
0000011669;1;37
0001091676;1;40
0001121676;1;40
0017981515;1;45
0000191368;2;1
0000222026;2;10
0000161620;2;13
0001090010;2;15
0000370031;2;15
0002140115;2;15
0038830122;2;15
0039610122;2;15
0037600122;2;15
0003010143;2;15
0000820395;2;15
0000640416;2;15
0000130325;2;15
0000220255;2;15
0000070570;2;15
0000070899;2;15
0000130899;2;15
0000190899;2;15
0000131207;2;15
0000791060;2;15
0002771081;2;15
0006611018;2;15
0001481690;2;15
0047981515;2;15
0000012243;2;15
0000251802;2;15
0000971907;2;15
0026560122;2;16
0024220122;2;16
0037780122;2;16
0040330122;2;16
0001450164;2;16
0040990122;2;16
0002470535;2;16
0001091151;2;16
0000101319;2;16
0006221018;2;16
0000881774;2;16
0039580122;2;17
0000310465;2;17
0001270864;2;17
0006551018;2;17
0000640101;2;18
0000160052;2;18
0009250101;2;18
0037810122;2;18
0042010122;2;18
0002260535;2;18
0001091767;2;18
0040300122;2;19
0000250675;2;19
0001390507;2;19
0000520920;2;19
0000191088;2;19
0001391753;2;19
0000192117;2;19
0000191865;2;19
0001030766;2;20
0000010787;2;20
0000011424;2;20
0000011431;2;20
0000041480;2;20
0000011235;2;20
0000281312;2;20
0000311046;2;20
0006131018;2;20
0000821718;2;20
0000881753;2;20
0000461774;2;20
0000281690;2;20
0000011585;2;20
0000101613;2;20
0000101361;2;20
0000011368;2;20
0000102243;2;20
0006492299;2;20
0000012334;2;20
0000132047;2;20
0000612082;2;20
0000132103;2;20
0000222131;2;20
0000191921;2;20
0000252026;2;20
0000851774;2;20
0003161795;2;20
0000161816;2;20
0000191900;2;20
0000761907;2;20
0003130087;2;20
;2;20
0000220003;2;20
0001630003;2;20
0027970122;2;20
0028600122;2;20
0028690122;2;20
0028960122;2;20
0029260122;2;20
0027520122;2;20
0010030101;2;20
0016960122;2;20
0036310122;2;20
0036700122;2;20
0037180122;2;20
0037240122;2;20
0037420122;2;20
0037540122;2;20
0037750122;2;20
0027820122;2;20
0000010304;2;20
0001030178;2;20
0001060178;2;20
0001240178;2;20
0001300178;2;20
0000010199;2;20
0000400213;2;20
0000040171;2;20
0000820178;2;20
0000250416;2;20
0000070423;2;20
0000310423;2;20
0000010458;2;20
0000190486;2;20
0000310486;2;20
0000370486;2;20
0000010318;2;20
0000040325;2;20
0000010367;2;20
0005980262;2;20
0000190829;2;20
0000220829;2;20
0000280829;2;20
0000010710;2;20
0000550710;2;20
0000070724;2;20
0000070563;2;20
0000130570;2;20
0000130584;2;20
0000340626;2;20
0000160633;2;20
0000040647;2;20
0001000493;2;20
0000010514;2;20
0006941018;2;20
0000550913;2;20
0000580920;2;20
0000160962;2;20
0000160836;2;20
0000310836;2;20
0000460857;2;20
0000010885;2;20
0000040731;2;20
0000190759;2;20
0000370024;2;21
0004060122;2;21
0011470122;2;21
0039400122;2;21
0040510122;2;21
0000400206;2;21
0000820213;2;21
0000130640;2;21
0002020864;2;21
0000101431;2;21
0002021081;2;21
0001151753;2;21
0000101767;2;21
0000071599;2;21
0003011795;2;21
0003101795;2;21
0000371893;2;21
0004480101;2;22
0000130045;2;22
0003850045;2;22
0001450003;2;22
0027070122;2;22
0037720122;2;22
0000430444;2;22
0003820241;2;22
0005831018;2;22
0006401018;2;22
0001361662;2;22
0000400024;2;23
0028210122;2;23
0027220122;2;23
0024010122;2;23
0038410122;2;23
0000130815;2;23
0000131081;2;23
0027010122;2;24
0027280122;2;24
0035590122;2;24
0036250122;2;24
0036340122;2;24
0000010297;2;24
0041980122;2;24
0000040486;2;24
0000250591;2;24
0000341340;2;24
0000131725;2;24
0003400045;2;25
0000850031;2;25
0028870122;2;25
0028900122;2;25
0029380122;2;25
0027430122;2;25
0027580122;2;25
0006820122;2;25
0024250122;2;25
0039190122;2;25
0040600122;2;25
0040780122;2;25
0001450178;2;25
0001000136;2;25
0000220248;2;25
0001420661;2;25
0001060710;2;25
0000010563;2;25
0000010577;2;25
0000010892;2;25
0000100759;2;25
0001210766;2;25
0000101165;2;25
0000071305;2;25
0000161312;2;25
0000221312;2;25
0000251312;2;25
0000011011;2;25
0006641018;2;25
0000971669;2;25
0012221690;2;25
0000041578;2;25
0000071578;2;25
0000101375;2;25
0000012222;2;25
0027730122;2;26
0038650122;2;26
0039250122;2;26
0032080122;2;26
0036220122;2;26
0003790157;2;26
0000160689;2;26
0000880913;2;26
0000010843;2;26
0000071319;2;26
0000221081;2;26
0039490122;2;27
0000850143;2;27
0039280122;2;28
0037120122;2;28
0000190283;2;28
0000610171;2;28
0000460654;2;28
0000670710;2;28
0000640927;2;28
0000820850;2;28
0001960864;2;28
0000191081;2;28
0003131795;2;28
0028030122;2;29
0028360122;2;29
0040420122;2;29
0037360122;2;29
0042190122;2;29
0000400073;2;30
0000520080;2;30
0000580080;2;30
0000880080;2;30
0003070087;2;30
0000430094;2;30
0000760094;2;30
0000010101;2;30
0001090101;2;30
0002920101;2;30
0003820101;2;30
0009070101;2;30
0001570031;2;30
0000340038;2;30
0002200045;2;30
0003190045;2;30
0030040045;2;30
0000730059;2;30
0000220066;2;30
0000370066;2;30
0000010073;2;30
0000220073;2;30
0000310003;2;30
0000550003;2;30
0001540003;2;30
0001600003;2;30
0000160010;2;30
0000760010;2;30
0000010017;2;30
0000040017;2;30
0000130017;2;30
0000460024;2;30
0000700024;2;30
0028270122;2;30
0028780122;2;30
0028840122;2;30
0029470122;2;30
0029620122;2;30
0029650122;2;30
0029680122;2;30
0029710122;2;30
0024760122;2;30
0025000122;2;30
0025330122;2;30
0026350122;2;30
0026980122;2;30
0027130122;2;30
0027250122;2;30
0027340122;2;30
0027550122;2;30
0009130101;2;30
0003070108;2;30
0001060115;2;30
0000040122;2;30
0003970122;2;30
0012430122;2;30
0037990122;2;30
0038620122;2;30
0038770122;2;30
0038800122;2;30
0038890122;2;30
0039100122;2;30
0036130122;2;30
0036190122;2;30
0036400122;2;30
0036520122;2;30
0036610122;2;30
0037150122;2;30
0037330122;2;30
0037660122;2;30
0027850122;2;30
0027880122;2;30
0000130269;2;30
0000070276;2;30
0000250297;2;30
0000070185;2;30
0000010192;2;30
0000040199;2;30
0001450206;2;30
0000340220;2;30
0000430234;2;30
0002530143;2;30
0002740143;2;30
0000310150;2;30
0003220157;2;30
0003400157;2;30
0000040164;2;30
0000010171;2;30
0000040178;2;30
0000070178;2;30
0042160122;2;30
0299890122;2;30
0000970129;2;30
0001090129;2;30
0001330129;2;30
0001780143;2;30
0002380535;2;30
0002410535;2;30
0000250542;2;30
0000760395;2;30
0000070402;2;30
0000010423;2;30
0000190437;2;30
0000100451;2;30
0000070458;2;30
0000340458;2;30
0000100465;2;30
0000100479;2;30
0000160486;2;30
0000040318;2;30
0000160325;2;30
0000250325;2;30
0000010346;2;30
0000220346;2;30
0000280346;2;30
0000520353;2;30
0000040367;2;30
0000100374;2;30
0000010381;2;30
0000160388;2;30
0000580395;2;30
0000610395;2;30
0000580234;2;30
0003610241;2;30
0004060241;2;30
0000430661;2;30
0000760661;2;30
0000910661;2;30
0000250689;2;30
0000070703;2;30
0000580710;2;30
0000370549;2;30
0000610549;2;30
0000010612;2;30
0000070626;2;30
0000130626;2;30
0000310626;2;30
0000160640;2;30
0001060493;2;30
0001390493;2;30
0000730507;2;30
0001090507;2;30
0000100535;2;30
0001990535;2;30
0002170535;2;30
0006911018;2;30
0000041025;2;30
0000011032;2;30
0000580913;2;30
0000430920;2;30
0000490927;2;30
0000010934;2;30
0000040941;2;30
0000010962;2;30
0000010969;2;30
0000190976;2;30
0000220976;2;30
0005950976;2;30
0000130983;2;30
0000010997;2;30
0000370997;2;30
0000011004;2;30
0000370857;2;30
0001300864;2;30
0000190892;2;30
0000010899;2;30
0000250899;2;30
0000340913;2;30
0000520913;2;30
0000010731;2;30
0000190731;2;30
0000010752;2;30
0000070752;2;30
0000910766;2;30
0001000766;2;30
0000100808;2;30
0000161473;2;30
0002981515;2;30
0011981515;2;30
0023981515;2;30
0000281151;2;30
0000011179;2;30
0000011193;2;30
0000071235;2;30
0000311277;2;30
0000041291;2;30
0000311312;2;30
0000251046;2;30
0000401046;2;30
0000341074;2;30
0000491074;2;30
0000071088;2;30
0000011095;2;30
0000041095;2;30
0000131123;2;30
0001481018;2;30
0006011018;2;30
0006251018;2;30
0006731018;2;30
0006791018;2;30
0000911718;2;30
0000071739;2;30
0000011753;2;30
0001001753;2;30
0000221760;2;30
0000491774;2;30
0000101662;2;30
0000161662;2;30
0000221662;2;30
0000011669;2;30
0000551669;2;30
0000821669;2;30
0001031669;2;30
0001211669;2;30
0001001676;2;30
0012431690;2;30
0050981515;2;30
0000041557;2;30
0000161571;2;30
0000191571;2;30
0000161599;2;30
0000191613;2;30
0000161641;2;30
0000101655;2;30
0000821655;2;30
0000131382;2;30
0000191382;2;30
0000072187;2;30
0000252187;2;30
0000102285;2;30
0000012075;2;30
0000102082;2;30
0000192096;2;30
0000042131;2;30
0000342131;2;30
0000012159;2;30
0000162159;2;30
0000161921;2;30
0000011949;2;30
0000011963;2;30
0000101963;2;30
0000281970;2;30
0000101977;2;30
0000191977;2;30
0000102033;2;30
0001512033;2;30
0001572033;2;30
0000011788;2;30
0000371795;2;30
0003041795;2;30
0000131802;2;30
0000341851;2;30
0000251893;2;30
0000791907;2;30
0000941907;2;30
0002981907;2;30
0000101697;2;30
0000581718;2;30
0000731718;2;30
0031390122;2;31
0007390122;2;31
0037930122;2;31
0038980122;2;31
0040960122;2;31
0000040129;2;31
0000040451;2;31
0000010773;2;31
0000011081;2;31
0006701018;2;31
0000911669;2;31
0000760045;2;32
0028660122;2;32
0029770122;2;32
0037390122;2;32
0001210206;2;32
0000310689;2;32
0000580549;2;32
0000010647;2;32
0001061088;2;32
0000101543;2;32
0027700122;2;33
0039520122;2;33
0039550122;2;33
0037570122;2;33
0000910171;2;33
0042370122;2;33
0000490654;2;33
0000370689;2;33
0000310549;2;33
0009371018;2;33
0010630122;2;34
0037960122;2;34
0003040143;2;34
0001360136;2;34
0000340535;2;34
0000011046;2;34
0000042082;2;34
0000461893;2;34
0000161732;2;35
0001061753;2;35
0000761760;2;35
0000131662;2;35
0001871669;2;35
0000041585;2;35
0000401599;2;35
0000971655;2;35
0001091655;2;35
0000071375;2;35
0000131921;2;35
0000161802;2;35
0000101893;2;35
0000131893;2;35
0000940031;2;35
0000280073;2;35
0002980087;2;35
0003100087;2;35
0001690101;2;35
0002050101;2;35
0004510101;2;35
0001660031;2;35
0002260045;2;35
0002890045;2;35
0003370045;2;35
0003790045;2;35
0000070052;2;35
0000100052;2;35
0000700010;2;35
0028330122;2;35
0029170122;2;35
0007450122;2;35
0014470122;2;35
0023320122;2;35
0038200122;2;35
0040090122;2;35
0040690122;2;35
0035020122;2;35
0036820122;2;35
0001750206;2;35
0000400220;2;35
0003100143;2;35
0003010157;2;35
0003610157;2;35
0003850157;2;35
0000970164;2;35
0000520171;2;35
0041170122;2;35
0000400129;2;35
0000160430;2;35
0000160311;2;35
0000190311;2;35
0000010339;2;35
0000160353;2;35
0000190395;2;35
0004090241;2;35
0004150241;2;35
0004210241;2;35
0004330241;2;35
0000730248;2;35
0000910248;2;35
0008980262;2;35
0001390661;2;35
0001450661;2;35
0000700710;2;35
0000010717;2;35
0000040619;2;35
0000190633;2;35
0000790507;2;35
0006851018;2;35
0001120850;2;35
0001000864;2;35
0000190801;2;35
0000101144;2;35
0000101074;2;35
0002171081;2;35
0002801081;2;35
0000191018;2;35
0000130682;2;36
0000460577;2;38
0001091676;2;40
0000222026;3;5
0001270864;3;15
0000010899;3;15
0002171081;3;15
0036310122;3;16
0002470535;3;16
0000160689;3;17
0000280073;3;20
0003070087;3;20
0009070101;3;20
;3;20
0000040164;3;20
0001090129;3;20
0040090122;3;20
0028960122;3;20
0000010731;3;20
0000190759;3;20
0001000766;3;20
0000280829;3;20
0000250689;3;20
0000010710;3;20
0000010563;3;20
0000070563;3;20
0000070570;3;20
0000130584;3;20
0001000493;3;20
0000010346;3;20
0000010199;3;20
0000132047;3;20
0000072068;3;20
0000252026;3;20
0000191900;3;20
0000701676;3;20
0000161599;3;20
0000011424;3;20
0000161473;3;20
0000311046;3;20
0000580920;3;20
0000070990;3;20
0000520171;3;21
0039610122;3;21
0031390122;3;21
0027970122;3;21
0027130122;3;21
0010030101;3;21
0003970122;3;21
0000400206;3;21
0027580122;3;22
0002260535;3;22
0003131795;3;22
0000131662;3;22
0006401018;3;22
0038410122;3;23
0024010122;3;23
0004060241;3;23
0001450178;3;23
0027220122;3;24
0027730122;3;24
0002200045;3;25
0000220066;3;25
0001960864;3;25
0000100759;3;25
0000010577;3;25
0000222131;3;25
0000971669;3;25
0000161501;3;25
0042160122;3;26
0036340122;3;26
0000010843;3;26
0029680122;3;27
0025330122;3;27
0024250122;3;27
0000130570;3;27
0003010143;3;28
0040690122;3;28
0027010122;3;28
0006731018;3;28
0036190122;3;29
0037390122;3;29
0000580080;3;30
0000430094;3;30
0003820101;3;30
0000340038;3;30
0003190045;3;30
0000010073;3;30
0000220073;3;30
0001600003;3;30
0001630003;3;30
0000760010;3;30
0000010017;3;30
0000040017;3;30
0000340220;3;30
0000310150;3;30
0003220157;3;30
0003400157;3;30
0000010171;3;30
0000040171;3;30
0000040178;3;30
0000070178;3;30
0000040129;3;30
0000970129;3;30
0000430136;3;30
0001780143;3;30
0038620122;3;30
0038800122;3;30
0036610122;3;30
0037120122;3;30
0037150122;3;30
0037330122;3;30
0027850122;3;30
0028270122;3;30
0028780122;3;30
0028840122;3;30
0028900122;3;30
0029260122;3;30
0026350122;3;30
0027280122;3;30
0027520122;3;30
0009130101;3;30
0001060115;3;30
0000370997;3;30
0000011004;3;30
0001300864;3;30
0000190892;3;30
0000520913;3;30
0000010752;3;30
0000010787;3;30
0000100808;3;30
0000430661;3;30
0000760661;3;30
0000910661;3;30
0000010612;3;30
0001060493;3;30
0001390493;3;30
0000730507;3;30
0000100535;3;30
0001990535;3;30
0000610395;3;30
0000760395;3;30
0000100451;3;30
0000160486;3;30
0000220346;3;30
0000100374;3;30
0000580395;3;30
0003610241;3;30
0003820241;3;30
0000070276;3;30
0000820178;3;30
0000072187;3;30
0000012075;3;30
0000102082;3;30
0000012159;3;30
0000161921;3;30
0000101977;3;30
0000102033;3;30
0001512033;3;30
0000011788;3;30
0002981907;3;30
0000191697;3;30
0001391753;3;30
0000221760;3;30
0000491774;3;30
0000011669;3;30
0000551669;3;30
0001031669;3;30
0001211669;3;30
0000821655;3;30
0002981515;3;30
0011981515;3;30
0000041291;3;30
0000161312;3;30
0000221312;3;30
0000251046;3;30
0000131123;3;30
0006011018;3;30
0006251018;3;30
0006641018;3;30
0000011032;3;30
0000580913;3;30
0000490927;3;30
0000010934;3;30
0000190976;3;30
0000130983;3;30
0000010997;3;30
0000040451;3;31
0000131081;3;31
0000011081;3;31
0014470122;3;31
0029770122;3;31
0028330122;3;32
0003040143;3;33
0027070122;3;33
0000310549;3;34
0000250325;3;35
0000190395;3;35
0004090241;3;35
0004150241;3;35
0004210241;3;35
0004330241;3;35
0000070185;3;35
0000131893;3;35
0001871669;3;35
0000401599;3;35
0000971655;3;35
0000071088;3;35
0000790507;3;35
0028660122;3;35
0000970164;3;35
0003100143;3;35
0000940031;3;35
0000700010;3;35
0002260045;3;35
0000191018;3;35
0002980087;3;35
0001690101;3;35
0000222026;4;5
0026350122;4;17
0031390122;4;19
0027520122;4;19
0000191900;4;20
0000252026;4;20
0000132047;4;20
0000070570;4;20
0000161473;4;20
0000011424;4;20
0024010122;4;22
0000100290;4;23
0027220122;4;24
0002980087;4;24
0000400206;4;24
0029320122;4;25
0000971669;4;25
0003190045;4;25
0038410122;4;25
0000010997;4;25
0001690101;4;26
0000011669;4;28
0000010731;4;29
0029260122;4;29
0001600003;4;30
0000040017;4;30
0000072187;4;30
0000551669;4;30
0000101438;4;30
0002981515;4;30
0000131123;4;30
0006011018;4;30
0000011032;4;30
0000190976;4;30
0001300864;4;30
0000520913;4;30
0000760661;4;30
0000010612;4;30
0001060493;4;30
0000730507;4;30
0000760395;4;30
0000220346;4;30
0003820241;4;30
0003010143;4;30
0003040143;4;30
0003220157;4;30
0000010171;4;30
0000040171;4;30
0000430136;4;30
0036190122;4;30
0027730122;4;30
0028270122;4;30
0028900122;4;30
0027010122;4;30
0027280122;4;30
0027580122;4;30
0001060115;4;30
0024250122;4;30
0000430094;4;30
0000100759;4;31
0000190395;4;35
0002260045;4;35
0004150241;4;35
0000010199;4;35
0000040129;4;35
0000131662;4;35
0004090241;4;35
0000222026;5;5
0000070570;5;20
0000132194;5;20
0000132047;5;20
0000252026;5;20
0000191900;5;20
0000011424;5;20
0000430094;5;22
0000011669;5;23
0000400206;5;24
0027220122;5;24
0029320122;5;25
0000131529;5;27
0003220157;5;27
0024250122;5;28
0000072187;5;30
0000760395;5;30
0003820241;5;30
0000760661;5;30
0000551669;5;30
0000040129;5;30
0036190122;5;30
0028270122;5;30
0000190976;5;30
0000131123;5;30
0027280122;5;30
0027580122;5;30
0001060115;5;30
0000040017;5;30
0001060493;5;30
0000730507;5;30
0000072187;6;20
0000011424;6;20
0000191900;6;20
0000132194;6;20
0000132047;6;20
0000160304;6;20
0027220122;6;24
0000160668;6;27
0029320122;6;27
0027580122;6;30
0027280122;6;30
0036190122;6;30
0000040129;6;30
0001060115;6;30
0000190976;6;30
0000730507;6;30
0000132047;7;20
0000190668;7;22
0027280122;7;24
0001060115;7;30
0000072187;7;30
0000730507;7;30
0000040129;7;30
0000191585;7;35
0000820234;7;35
0000132047;8;20
0027280122;8;25
0000221438;8;25
0008201914;8;30
0000730507;8;30
0000040129;8;30
0001060115;8;35
0000131501;8;35
0000250731;9;20
0027280122;9;25
0000730507;9;30
0000251914;9;30
0000071130;10;20
0000700031;10;30
0000730507;10;30
0000370626;11;20
0000730507;11;30
0001121088;18;18
0027100122;21;25
0027100122;22;25
0000910206;22;25
0000910206;23;25
0000910206;28;25
0000190304;44;22
0000010416;60;24
0000220444;64;30
0000400647;93;20
0000100696;100;20
0000160696;100;20
0000100843;121;30
0000130871;125;20
0000100878;126;30
0000130941;135;24
0000161011;144;20
0000041011;144;21
0000371011;144;21
0000161011;145;30
0000101011;145;30
0000041011;145;35
0000371011;145;35
0000101011;146;30
0000101011;147;30
0000671074;154;26
0000041172;168;33
0000011277;183;21
0000431151;201;35
0000431151;203;35
0000431151;204;35
0000431151;205;21
0000071606;230;30
0000161648;236;30
0000191690;242;30
0000011886;270;30
0000101956;280;30
0000402033;291;18
0010572138;306;16
0010602138;306;30
0001060178;501;20
0000102292;999;20
